date,Index,Return
2013-06-05,Supp_.G7FXVOL3 Index,0.024051375466979552
2013-06-12,Supp_.G7FXVOL3 Index,0.030903280270139888
2013-06-19,Supp_.G7FXVOL3 Index,0.01357002895329451
2013-06-26,Supp_.G7FXVOL3 Index,0.06139211895624741
2013-07-03,Supp_.G7FXVOL3 Index,-0.02329775087445851
2013-07-10,Supp_.G7FXVOL3 Index,-0.042826790866834163
2013-07-17,Supp_.G7FXVOL3 Index,-0.05489158354900325
2013-07-24,Supp_.G7FXVOL3 Index,-0.055505415162454885
2013-07-31,Supp_.G7FXVOL3 Index,0.0391782130912568
2013-08-07,Supp_.G7FXVOL3 Index,-0.024158829676071192
2013-08-14,Supp_.G7FXVOL3 Index,-0.016329721163318656
2013-08-21,Supp_.G7FXVOL3 Index,0.04980242317363914
2013-08-28,Supp_.G7FXVOL3 Index,0.027779506003857257
2013-09-04,Supp_.G7FXVOL3 Index,-0.04518901903810657
2013-09-11,Supp_.G7FXVOL3 Index,-0.0752023500073965
2013-09-18,Supp_.G7FXVOL3 Index,-0.04789707613030014
2013-09-25,Supp_.G7FXVOL3 Index,0.011352590334697377
2013-10-02,Supp_.G7FXVOL3 Index,0.0018748145950757689
2013-10-09,Supp_.G7FXVOL3 Index,-2.3687420795193148e-4
2013-10-16,Supp_.G7FXVOL3 Index,-0.05804793100588779
2013-10-23,Supp_.G7FXVOL3 Index,-0.060266874599122056
2013-10-30,Supp_.G7FXVOL3 Index,0.020462788238915453
2013-11-06,Supp_.G7FXVOL3 Index,0.029180327868852496
2013-11-13,Supp_.G7FXVOL3 Index,-0.0032366995858553738
2013-11-20,Supp_.G7FXVOL3 Index,-0.04788995282596742
2013-11-27,Supp_.G7FXVOL3 Index,0.08100704934541803
2013-12-04,Supp_.G7FXVOL3 Index,0.05538580016892736
2013-12-11,Supp_.G7FXVOL3 Index,-0.04747725587581075
2013-12-18,Supp_.G7FXVOL3 Index,-0.020745554965218127
2013-12-25,Supp_.G7FXVOL3 Index,0.027973351502763366
2014-01-01,Supp_.G7FXVOL3 Index,0.0395355402535873
2014-01-08,Supp_.G7FXVOL3 Index,-0.04107826004817472
2014-01-15,Supp_.G7FXVOL3 Index,-0.01945501335993005
2014-01-22,Supp_.G7FXVOL3 Index,-0.022076274911155047
2014-01-29,Supp_.G7FXVOL3 Index,0.050619582664526375
2014-02-05,Supp_.G7FXVOL3 Index,0.02928486744808545
2014-02-12,Supp_.G7FXVOL3 Index,-0.0782302019878166
2014-02-19,Supp_.G7FXVOL3 Index,-0.008747181964573247
2014-02-26,Supp_.G7FXVOL3 Index,-0.00449665999532145
2014-03-05,Supp_.G7FXVOL3 Index,0.0026109660574411553
2014-03-12,Supp_.G7FXVOL3 Index,-0.021484375
2014-03-19,Supp_.G7FXVOL3 Index,0.015409181636726554
2014-03-26,Supp_.G7FXVOL3 Index,-0.02609162866278758
2014-04-02,Supp_.G7FXVOL3 Index,0.005153598772824397
2014-04-09,Supp_.G7FXVOL3 Index,-0.10336010709504684
2014-04-16,Supp_.G7FXVOL3 Index,0.017677182400454017
2014-04-23,Supp_.G7FXVOL3 Index,-0.039801651922597325
2014-04-30,Supp_.G7FXVOL3 Index,-0.0306187929717342
2014-05-07,Supp_.G7FXVOL3 Index,-0.004728430476310441
2014-05-14,Supp_.G7FXVOL3 Index,-0.025211414816457167
2014-05-21,Supp_.G7FXVOL3 Index,0.038047892907040914
2014-05-28,Supp_.G7FXVOL3 Index,-0.031175660448228282
2014-06-04,Supp_.G7FXVOL3 Index,0.012858619798397308
2014-06-11,Supp_.G7FXVOL3 Index,-0.08419457735247204
2014-06-18,Supp_.G7FXVOL3 Index,-0.012329983803834765
2014-06-25,Supp_.G7FXVOL3 Index,-0.031227408178019167
2014-07-02,Supp_.G7FXVOL3 Index,-0.017982599832550683
2014-07-09,Supp_.G7FXVOL3 Index,0.019461022352374124
2014-07-16,Supp_.G7FXVOL3 Index,2.3634644753101064e-4
2014-07-23,Supp_.G7FXVOL3 Index,0.016958394678008748
2014-07-30,Supp_.G7FXVOL3 Index,0.0778909740840037
2014-08-06,Supp_.G7FXVOL3 Index,-0.035086555680838294
2014-08-13,Supp_.G7FXVOL3 Index,0.026481303271927326
2014-08-20,Supp_.G7FXVOL3 Index,0.00468752615807011
2014-08-27,Supp_.G7FXVOL3 Index,-0.004582340492893189
2014-09-03,Supp_.G7FXVOL3 Index,0.044778867722387705
2014-09-10,Supp_.G7FXVOL3 Index,0.28471632512457345
2014-09-17,Supp_.G7FXVOL3 Index,-0.05845378696232373
2014-09-24,Supp_.G7FXVOL3 Index,-0.004357846773338947
2014-10-01,Supp_.G7FXVOL3 Index,0.04861175781925575
2014-10-08,Supp_.G7FXVOL3 Index,-0.03864452366755056
2014-10-15,Supp_.G7FXVOL3 Index,0.06938964038271211
2014-10-22,Supp_.G7FXVOL3 Index,-0.059901521602310326
2014-10-29,Supp_.G7FXVOL3 Index,-0.0889352708751755
2014-11-05,Supp_.G7FXVOL3 Index,0.23185983516800168
2014-11-12,Supp_.G7FXVOL3 Index,-0.040984373537943375
2014-11-19,Supp_.G7FXVOL3 Index,0.017074836569421548
2014-11-26,Supp_.G7FXVOL3 Index,0.01003693399846517
2014-12-03,Supp_.G7FXVOL3 Index,0.09191608590865386
2014-12-10,Supp_.G7FXVOL3 Index,0.01608115601657034
2014-12-17,Supp_.G7FXVOL3 Index,-0.010968432316747045
2014-12-24,Supp_.G7FXVOL3 Index,0.023846361915066172
2014-12-31,Supp_.G7FXVOL3 Index,-0.005188684229992857
2015-01-07,Supp_.G7FXVOL3 Index,0.045582017888631476
2015-01-14,Supp_.G7FXVOL3 Index,-0.03589389305997226
2015-01-21,Supp_.G7FXVOL3 Index,0.1657077221379193
2015-01-28,Supp_.G7FXVOL3 Index,0.01566610318113204
2015-02-04,Supp_.G7FXVOL3 Index,-0.0017444861776172438
2015-02-11,Supp_.G7FXVOL3 Index,0.025303589578986818
2015-02-18,Supp_.G7FXVOL3 Index,-0.09254234929910599
2015-02-25,Supp_.G7FXVOL3 Index,-0.1415853728654387
2015-03-04,Supp_.G7FXVOL3 Index,0.06652228758972534
2015-03-11,Supp_.G7FXVOL3 Index,0.1742762042328705
2015-03-18,Supp_.G7FXVOL3 Index,-0.04456804649338608
2015-03-25,Supp_.G7FXVOL3 Index,-0.024573646303690633
2015-04-01,Supp_.G7FXVOL3 Index,0.07675459571130694
2015-04-08,Supp_.G7FXVOL3 Index,-0.08893310475310667
2015-04-15,Supp_.G7FXVOL3 Index,-0.006990552516891402
2015-04-22,Supp_.G7FXVOL3 Index,0.03309769268532148
2015-04-29,Supp_.G7FXVOL3 Index,-0.046929795383050976
2015-05-06,Supp_.G7FXVOL3 Index,0.043177806806736996
2015-05-13,Supp_.G7FXVOL3 Index,-0.11120988787244412
2015-05-20,Supp_.G7FXVOL3 Index,0.08487938136568474
2015-05-27,Supp_.G7FXVOL3 Index,0.041964489298212726
2015-06-03,Supp_.G7FXVOL3 Index,-0.022358806515451524
2015-06-10,Supp_.G7FXVOL3 Index,0.023278899118282625
2015-06-17,Supp_.G7FXVOL3 Index,-0.06522359385996623
2015-06-24,Supp_.G7FXVOL3 Index,-0.019076591242064178
2015-07-01,Supp_.G7FXVOL3 Index,0.028346799705434078
2015-07-08,Supp_.G7FXVOL3 Index,0.08123373610634821
2015-07-15,Supp_.G7FXVOL3 Index,-0.10828358208955224
2015-07-22,Supp_.G7FXVOL3 Index,-0.03164490752364213
2015-07-29,Supp_.G7FXVOL3 Index,0.0021173852452816
2015-08-05,Supp_.G7FXVOL3 Index,0.05703782758211795
2015-08-12,Supp_.G7FXVOL3 Index,-0.0043343463805658455
2015-08-19,Supp_.G7FXVOL3 Index,-0.03268496041135327
2015-08-26,Supp_.G7FXVOL3 Index,0.12208009487706217
2015-09-02,Supp_.G7FXVOL3 Index,-0.0044070323780044385
2015-09-09,Supp_.G7FXVOL3 Index,-0.012398104265402887
2015-09-16,Supp_.G7FXVOL3 Index,-0.026000076781326764
2015-09-23,Supp_.G7FXVOL3 Index,0.025334292443069284
2015-09-30,Supp_.G7FXVOL3 Index,-0.03175274376765924
2015-10-07,Supp_.G7FXVOL3 Index,-0.08933002481389563
2015-10-14,Supp_.G7FXVOL3 Index,0.005493188010899264
2015-10-21,Supp_.G7FXVOL3 Index,-0.009387126845448512
2015-10-28,Supp_.G7FXVOL3 Index,0.05082724208867706
2015-11-04,Supp_.G7FXVOL3 Index,0.028990034675580256
2015-11-11,Supp_.G7FXVOL3 Index,-0.002823400831840739
2015-11-18,Supp_.G7FXVOL3 Index,0.004820475349611275
2015-11-25,Supp_.G7FXVOL3 Index,0.0187248139133247
2015-12-02,Supp_.G7FXVOL3 Index,-0.01623920608325813
2015-12-09,Supp_.G7FXVOL3 Index,-0.06986868758125153
2015-12-16,Supp_.G7FXVOL3 Index,-0.02808355725058509
2015-12-23,Supp_.G7FXVOL3 Index,0.05723267635779905
2015-12-30,Supp_.G7FXVOL3 Index,-0.006642906851684005
2016-01-06,Supp_.G7FXVOL3 Index,0.03237516983695654
2016-01-13,Supp_.G7FXVOL3 Index,0.007454399638076037
2016-01-20,Supp_.G7FXVOL3 Index,0.055540246777502134
2016-01-27,Supp_.G7FXVOL3 Index,-0.026221899927483583
2016-02-03,Supp_.G7FXVOL3 Index,0.05894968871943029
2016-02-10,Supp_.G7FXVOL3 Index,0.09446788560712616
2016-02-17,Supp_.G7FXVOL3 Index,-0.027560505461554974
2016-02-24,Supp_.G7FXVOL3 Index,0.03858758854001487
2016-03-02,Supp_.G7FXVOL3 Index,-0.069769611834962
2016-03-09,Supp_.G7FXVOL3 Index,-0.007067105587116984
2016-03-16,Supp_.G7FXVOL3 Index,-0.03915031959444559
2016-03-23,Supp_.G7FXVOL3 Index,0.08236081242532856
2016-03-30,Supp_.G7FXVOL3 Index,-0.012663146182511742
2016-04-06,Supp_.G7FXVOL3 Index,0.07207892100744151
2016-04-13,Supp_.G7FXVOL3 Index,-0.003687420224081639
2016-04-20,Supp_.G7FXVOL3 Index,-0.05041657944316513
2016-04-27,Supp_.G7FXVOL3 Index,-0.02803252089873376
2016-05-04,Supp_.G7FXVOL3 Index,0.0590065774552051
2016-05-11,Supp_.G7FXVOL3 Index,-0.03341072055787342
2016-05-18,Supp_.G7FXVOL3 Index,-0.0042808143296492185
2016-05-25,Supp_.G7FXVOL3 Index,-0.08204119416801658
2016-06-01,Supp_.G7FXVOL3 Index,0.046582435590377
2016-06-08,Supp_.G7FXVOL3 Index,-0.011155068422076697
2016-06-15,Supp_.G7FXVOL3 Index,0.12531739264867103
2016-06-22,Supp_.G7FXVOL3 Index,-0.04027342969426506
2016-06-29,Supp_.G7FXVOL3 Index,-0.06528321202078646
2016-07-06,Supp_.G7FXVOL3 Index,0.04926583876297075
2016-07-13,Supp_.G7FXVOL3 Index,-0.09140203449800977
2016-07-20,Supp_.G7FXVOL3 Index,0.03459992016900815
2016-07-27,Supp_.G7FXVOL3 Index,-0.08716394877247802
2016-08-03,Supp_.G7FXVOL3 Index,-0.01803974929902674
2016-08-10,Supp_.G7FXVOL3 Index,0.016712507086019013
2016-08-17,Supp_.G7FXVOL3 Index,0.023231801755291714
2016-08-24,Supp_.G7FXVOL3 Index,0.00512613521695271
2016-08-31,Supp_.G7FXVOL3 Index,0.0126797044414102
2016-09-07,Supp_.G7FXVOL3 Index,-0.07158648174400961
2016-09-14,Supp_.G7FXVOL3 Index,0.0725680726107849
2016-09-21,Supp_.G7FXVOL3 Index,-0.02194213806423362
2016-09-28,Supp_.G7FXVOL3 Index,0.0038578204841106523
2016-10-05,Supp_.G7FXVOL3 Index,-0.015503797365672645
2016-10-12,Supp_.G7FXVOL3 Index,0.04496765953940596
2016-10-19,Supp_.G7FXVOL3 Index,-0.06927989907153698
2016-10-26,Supp_.G7FXVOL3 Index,-0.016763917864215494
2016-11-02,Supp_.G7FXVOL3 Index,0.09544837688214902
2016-11-09,Supp_.G7FXVOL3 Index,-0.06001494474377633
2016-11-16,Supp_.G7FXVOL3 Index,0.06315635329065716
2016-11-23,Supp_.G7FXVOL3 Index,-0.003974734853702255
2016-11-30,Supp_.G7FXVOL3 Index,0.026373496118058615
2016-12-07,Supp_.G7FXVOL3 Index,-0.05609770181314244
2016-12-14,Supp_.G7FXVOL3 Index,9.788028018231643e-4
2016-12-21,Supp_.G7FXVOL3 Index,0.06514896867838038
2016-12-28,Supp_.G7FXVOL3 Index,0.03514358665404371
2017-01-04,Supp_.G7FXVOL3 Index,-0.03568723093693993
2017-01-11,Supp_.G7FXVOL3 Index,0.004636770355326059
2017-01-18,Supp_.G7FXVOL3 Index,-0.053048146700105825
2017-01-25,Supp_.G7FXVOL3 Index,-0.024581084347055637
2017-02-01,Supp_.G7FXVOL3 Index,0.006793099532329316
2017-02-08,Supp_.G7FXVOL3 Index,0.053444899047384586
2017-02-15,Supp_.G7FXVOL3 Index,-0.058725044532915494
2017-02-22,Supp_.G7FXVOL3 Index,0.036887280248190324
2017-03-01,Supp_.G7FXVOL3 Index,-0.04907895917899219
2017-03-08,Supp_.G7FXVOL3 Index,-0.054496255742243926
2017-03-15,Supp_.G7FXVOL3 Index,-0.028474764281752662
2017-03-22,Supp_.G7FXVOL3 Index,0.00723884772158967
2017-03-29,Supp_.G7FXVOL3 Index,-0.03348560934967193
2017-04-05,Supp_.G7FXVOL3 Index,-0.03108030446969945
2017-04-12,Supp_.G7FXVOL3 Index,0.04059893721327157
2017-04-19,Supp_.G7FXVOL3 Index,-0.0037805204322589603
2017-04-26,Supp_.G7FXVOL3 Index,-0.05732000653884772
2017-05-03,Supp_.G7FXVOL3 Index,-0.0382371520939393
2017-05-10,Supp_.G7FXVOL3 Index,-0.051039332354532174
2017-05-17,Supp_.G7FXVOL3 Index,0.03433627838171627
2017-05-24,Supp_.G7FXVOL3 Index,-0.007334706677338487
2017-05-31,Supp_.G7FXVOL3 Index,-0.012834747667010316
2017-06-07,Supp_.G7FXVOL3 Index,-0.005851398577989664
2017-06-14,Supp_.G7FXVOL3 Index,-0.04540311935996544
2017-06-21,Supp_.G7FXVOL3 Index,0.03733333333333322
2017-06-28,Supp_.G7FXVOL3 Index,0.019382217325662143
2017-07-05,Supp_.G7FXVOL3 Index,0.016011528300376332
2017-07-12,Supp_.G7FXVOL3 Index,-0.038583773277650835
2017-07-19,Supp_.G7FXVOL3 Index,0.07280625068298541
2017-07-26,Supp_.G7FXVOL3 Index,0.003017647508212651
2017-08-02,Supp_.G7FXVOL3 Index,NA
2017-08-09,Supp_.G7FXVOL3 Index,NA
2017-08-16,Supp_.G7FXVOL3 Index,NA
2012-01-04,Supp_BBDXY Index,-0.009112142506290333
2012-01-11,Supp_BBDXY Index,0.010693185496924551
2012-01-18,Supp_BBDXY Index,-0.01027976577748857
2012-01-25,Supp_BBDXY Index,-0.011458565100426754
2012-02-01,Supp_BBDXY Index,-0.007161491636400785
2012-02-08,Supp_BBDXY Index,-0.0037405327425421575
2012-02-15,Supp_BBDXY Index,0.011698144432262358
2012-02-22,Supp_BBDXY Index,-6.952041139725029e-4
2012-02-29,Supp_BBDXY Index,-0.00396951250703359
2012-03-07,Supp_BBDXY Index,0.0083815236706144
2012-03-14,Supp_BBDXY Index,0.00912674564289584
2012-03-21,Supp_BBDXY Index,-0.007883394401881572
2012-03-28,Supp_BBDXY Index,-0.0032862607846328995
2012-04-04,Supp_BBDXY Index,0.005144694533762095
2012-04-11,Supp_BBDXY Index,0.0013303679330549656
2012-04-18,Supp_BBDXY Index,-0.002292089249492868
2012-04-25,Supp_BBDXY Index,-0.005113139650720688
2012-05-02,Supp_BBDXY Index,-0.00198220106057978
2012-05-09,Supp_BBDXY Index,0.013094177749111813
2012-05-16,Supp_BBDXY Index,0.015117830146731848
2012-05-23,Supp_BBDXY Index,0.006888862342213198
2012-05-30,Supp_BBDXY Index,0.010371351736138568
2012-06-06,Supp_BBDXY Index,-0.008474161635336985
2012-06-13,Supp_BBDXY Index,1.4803556801235018e-4
2012-06-20,Supp_BBDXY Index,-0.009137376408596576
2012-06-27,Supp_BBDXY Index,0.008634082217973349
2012-07-04,Supp_BBDXY Index,-0.009893071887681182
2012-07-11,Supp_BBDXY Index,0.013671582852185393
2012-07-18,Supp_BBDXY Index,-0.006886239326329036
2012-07-25,Supp_BBDXY Index,0.007736349948490373
2012-08-01,Supp_BBDXY Index,-0.005848643016523658
2012-08-08,Supp_BBDXY Index,-0.008503233206114458
2012-08-15,Supp_BBDXY Index,0.0027523484712499435
2012-08-22,Supp_BBDXY Index,-0.009218927143624267
2012-08-29,Supp_BBDXY Index,0.002408985515974571
2012-09-05,Supp_BBDXY Index,-0.003114141808605475
2012-09-12,Supp_BBDXY Index,-0.015639439109646713
2012-09-19,Supp_BBDXY Index,-0.006500066327207454
2012-09-26,Supp_BBDXY Index,0.007056140999568639
2012-10-03,Supp_BBDXY Index,0.001958204571183675
2012-10-10,Supp_BBDXY Index,-8.550401563500731e-4
2012-10-17,Supp_BBDXY Index,-0.008496592194138008
2012-10-24,Supp_BBDXY Index,0.010994317889913008
2012-10-31,Supp_BBDXY Index,-3.25226388055988e-4
2012-11-07,Supp_BBDXY Index,0.006242311485243013
2012-11-14,Supp_BBDXY Index,0.004991159383682886
2012-11-21,Supp_BBDXY Index,-0.0012164593994109518
2012-11-28,Supp_BBDXY Index,-0.0066131175262713615
2012-12-05,Supp_BBDXY Index,-0.0035869532176185936
2012-12-12,Supp_BBDXY Index,-0.0011186023572002934
2012-12-19,Supp_BBDXY Index,-0.0030032475795860325
2012-12-26,Supp_BBDXY Index,0.00671894784135918
2013-01-02,Supp_BBDXY Index,-2.1300334719542846e-4
2013-01-09,Supp_BBDXY Index,0.006066816138948328
2013-01-16,Supp_BBDXY Index,-0.005394939848941571
2013-01-23,Supp_BBDXY Index,0.0029199448454861887
2013-01-30,Supp_BBDXY Index,-3.538212697129506e-4
2013-02-06,Supp_BBDXY Index,0.005784497143146217
2013-02-13,Supp_BBDXY Index,0.0038408558472504684
2013-02-20,Supp_BBDXY Index,0.009365077775218111
2013-02-27,Supp_BBDXY Index,0.0028876495921565937
2013-03-06,Supp_BBDXY Index,0.010329985652797857
2013-03-13,Supp_BBDXY Index,0.002634439667414279
2013-03-20,Supp_BBDXY Index,-0.0017874934067865222
2013-03-27,Supp_BBDXY Index,1.859190762756313e-4
2013-04-03,Supp_BBDXY Index,-0.004960181579822698
2013-04-10,Supp_BBDXY Index,0.001995929483713077
2013-04-17,Supp_BBDXY Index,0.002217643018349591
2013-04-24,Supp_BBDXY Index,0.00312328659826111
2013-05-01,Supp_BBDXY Index,-0.013605973354155476
2013-05-08,Supp_BBDXY Index,0.0019394227248890061
2013-05-15,Supp_BBDXY Index,0.02247745834855852
2013-05-22,Supp_BBDXY Index,0.008586634213246125
2013-05-29,Supp_BBDXY Index,-0.004319013234758917
2013-06-05,Supp_BBDXY Index,-0.008867857383308864
2013-06-12,Supp_BBDXY Index,-0.014400916069054581
2013-06-19,Supp_BBDXY Index,0.007797961896322647
2013-06-26,Supp_BBDXY Index,0.014420117822913747
2013-07-03,Supp_BBDXY Index,0.0035923068773897615
2013-07-10,Supp_BBDXY Index,0.006851812755503728
2013-07-17,Supp_BBDXY Index,-0.015983606557377072
2013-07-24,Supp_BBDXY Index,-0.0013657100239242714
2013-07-31,Supp_BBDXY Index,-0.0050629473725049
2013-08-07,Supp_BBDXY Index,-0.0041821017742249555
2013-08-14,Supp_BBDXY Index,0.003494826286575714
2013-08-21,Supp_BBDXY Index,0.001794981855074873
2013-08-28,Supp_BBDXY Index,0.00183071709578142
2013-09-04,Supp_BBDXY Index,0.0042379471228617405
2013-09-11,Supp_BBDXY Index,-0.008740175771419723
2013-09-18,Supp_BBDXY Index,-0.015359378203939067
2013-09-25,Supp_BBDXY Index,0.003897262990876671
2013-10-02,Supp_BBDXY Index,-0.0037833512787333046
2013-10-09,Supp_BBDXY Index,0.004680218145761028
2013-10-16,Supp_BBDXY Index,-0.0013126468091826382
2013-10-23,Supp_BBDXY Index,-0.010762039352103514
2013-10-30,Supp_BBDXY Index,0.006363636363636349
2013-11-06,Supp_BBDXY Index,0.0060652987482257
2013-11-13,Supp_BBDXY Index,0.004933496467616427
2013-11-20,Supp_BBDXY Index,5.792946351426131e-4
2013-11-27,Supp_BBDXY Index,0.002433591411777236
2013-12-04,Supp_BBDXY Index,-5.971318095050471e-4
2013-12-11,Supp_BBDXY Index,-0.007218837541873135
2013-12-18,Supp_BBDXY Index,0.007034541274899553
2013-12-25,Supp_BBDXY Index,0.001038502988145229
2014-01-01,Supp_BBDXY Index,-0.0017714531788286525
2014-01-08,Supp_BBDXY Index,0.007314084023726686
2014-01-15,Supp_BBDXY Index,9.538548388667856e-4
2014-01-22,Supp_BBDXY Index,0.0029658009121051876
2014-01-29,Supp_BBDXY Index,-0.004256185527030221
2014-02-05,Supp_BBDXY Index,-5.841974587409426e-4
2014-02-12,Supp_BBDXY Index,-0.002416094305616512
2014-02-19,Supp_BBDXY Index,-0.0037208121331679944
2014-02-26,Supp_BBDXY Index,0.0021957340025093863
2014-03-05,Supp_BBDXY Index,-0.0035700312989045413
2014-03-12,Supp_BBDXY Index,-0.002188957055214713
2014-03-19,Supp_BBDXY Index,0.003511982056427776
2014-03-26,Supp_BBDXY Index,-0.004607436598731529
2014-04-02,Supp_BBDXY Index,0.0023537753966456076
2014-04-09,Supp_BBDXY Index,-0.011947572166872922
2014-04-16,Supp_BBDXY Index,0.004484795449573475
2014-04-23,Supp_BBDXY Index,0.001306762495916436
2014-04-30,Supp_BBDXY Index,-0.003401057887191694
2014-05-07,Supp_BBDXY Index,-0.004474161962678913
2014-05-14,Supp_BBDXY Index,0.005251619332336865
2014-05-21,Supp_BBDXY Index,7.335666207362035e-4
2014-05-28,Supp_BBDXY Index,0.0036156154966271448
2014-06-04,Supp_BBDXY Index,0.00269453985550161
2014-06-11,Supp_BBDXY Index,-0.0015454429121262159
2014-06-18,Supp_BBDXY Index,-0.003263269973972749
2014-06-25,Supp_BBDXY Index,-0.0026903789280027235
2014-07-02,Supp_BBDXY Index,-0.0031141834194526874
2014-07-09,Supp_BBDXY Index,-2.586678605183135e-4
2014-07-16,Supp_BBDXY Index,0.004945814964822048
2014-07-23,Supp_BBDXY Index,8.912126433366918e-4
2014-07-30,Supp_BBDXY Index,0.009725355178281658
2014-08-06,Supp_BBDXY Index,5.878952370674817e-5
2014-08-13,Supp_BBDXY Index,0.0014304609807476165
2014-08-20,Supp_BBDXY Index,0.006007181223155911
2014-08-27,Supp_BBDXY Index,-4.1818623875522487e-4
2014-09-03,Supp_BBDXY Index,0.0038625440252184617
2014-09-10,Supp_BBDXY Index,0.01499336105215221
2014-09-17,Supp_BBDXY Index,0.006512231919485023
